City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
531,Aliaga,PH,26.72,few clouds,15.5167,120.8667,Jhenie rich ramos
532,Byron Bay,AU,17.94,broken clouds,-28.65,153.6167,Backpackers Inn
533,Xambioa,BR,27.66,light rain,-6.4111,-48.5364,Pousada Do Sol
535,Porbandar,IN,26.69,clear sky,21.6422,69.6093,Lords Inn Porbandar
536,Palembang,ID,26.05,broken clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
540,Likasi,CD,17.02,scattered clouds,-10.9814,26.7333,TABERNACLE DE LIKASI
541,Charters Towers,AU,18.0,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
542,Port Elizabeth,ZA,18.51,broken clouds,-33.918,25.5701,39 On Nile Guest House
544,Poggibonsi,IT,12.38,few clouds,43.4724,11.1456,Hotel Villa San Lucchese
546,Tatishchevo,RU,11.93,overcast clouds,51.6703,45.5953,AURA
548,General Roca,AR,23.84,clear sky,-39.0333,-67.5833,Hotel El Recreo
549,Juba,SS,27.81,broken clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
550,Wilmington,US,23.33,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
552,Sa Kaeo,TH,25.16,overcast clouds,13.75,102.3333,บ้านร่มฉัตร รีสอร์ท
556,Antofagasta,CL,17.6,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
559,Ixtapa,MX,26.57,scattered clouds,20.7,-105.2,hotel la terminal
560,Mount Vernon,US,11.08,broken clouds,40.9126,-73.8371,Ramada by Wyndham Bronx
561,Kahului,US,26.01,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
563,Conceicao Da Barra,BR,24.45,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
564,Taperoa,BR,26.82,broken clouds,-7.2075,-36.8267,Hotel Casarão Antigo
566,Ohara,JP,14.71,overcast clouds,35.25,140.3833,Sakigake
568,North Bend,US,12.36,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
569,Galeana,MX,29.61,clear sky,24.8333,-100.0667,Mirador
571,Safaga,EG,29.02,overcast clouds,26.7292,33.9365,Lamar Resort Abu Soma
572,Ponta Delgada,PT,16.4,few clouds,37.7333,-25.6667,Vila Nova Hotel
573,Gorontalo,ID,23.06,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
574,Warri,NG,25.19,overcast clouds,5.5167,5.75,BON Hotel Delta
575,Sola,VU,27.57,overcast clouds,-13.8833,167.55,Leumerus Bungalows
581,Bambanglipuro,ID,25.24,overcast clouds,-7.95,110.2833,Puri Brata
582,Muncar,ID,25.2,light rain,-8.4333,114.3333,Zaky Homestay
585,Baghdad,IQ,21.95,scattered clouds,33.3406,44.4009,Baghdad Hotel
586,Bafra,TR,17.39,overcast clouds,41.5678,35.9069,Sevgi Otel
587,Rio Gallegos,AR,16.03,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
590,San Joaquin,US,20.29,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
593,Vung Tau,VN,27.79,scattered clouds,10.345999999999998,107.0843,Seaside Resort
594,Iquique,CL,20.02,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
596,Chongwe,ZM,17.52,few clouds,-15.3292,28.682,Grakas Lodge
599,Moerai,PF,26.19,few clouds,-22.4333,-151.3333,Le Manotel
605,Talcahuano,CL,10.82,overcast clouds,-36.7167,-73.1167,departamento comodo
607,Bahia Blanca,AR,21.72,few clouds,-38.7196,-62.2724,Hotel Argos
609,Alice Springs,AU,22.75,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
611,Tateyama,JP,12.83,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
612,Sinnamary,GF,27.14,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
614,Ponta Pora,BR,22.95,few clouds,-22.5361,-55.7256,Hotel Pousada do Bosque
615,Rumonge,BI,22.0,light rain,-3.9736,29.4386,Kwetu Guest House
618,Kuna,US,12.14,clear sky,43.4918,-116.4201,Winfield Springs
619,Batemans Bay,AU,15.61,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
624,Plettenberg Bay,ZA,15.18,clear sky,-34.0527,23.3716,Thanda Vista B&B
626,La Rioja,ES,11.88,overcast clouds,42.25,-2.5,Casa Concejos
627,Grand-Santi,GF,25.87,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
628,Souillac,MU,25.21,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
631,Sambava,MG,24.53,broken clouds,-14.2667,50.1667,Melrose
632,Cururupu,BR,26.92,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
633,Kununurra,AU,23.99,few clouds,-15.7667,128.7333,Hotel Kununurra
635,Limbang,MY,26.06,scattered clouds,4.75,115.0,Purnama Hotel
637,Kutum,SD,26.43,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
640,Bugiri,UG,18.28,moderate rain,0.5714,33.7417,Gilgal Guest House
642,Orange,US,27.04,clear sky,33.7,-117.7675,Meadows
643,Reims,FR,13.41,clear sky,49.1667,4.0833,Château de Rilly
644,Geraldton,AU,11.23,clear sky,-28.7667,114.6,Broadwater Mariner Resort
645,Gimbi,ET,15.15,overcast clouds,9.1667,35.8333,Sam home
647,Vikhorevka,RU,12.77,overcast clouds,56.1201,101.1636,Pansionat Sosnovyye Rodniki
648,Payson,US,15.3,few clouds,40.0444,-111.7321,Quality Inn Payson I-15
649,Det Udom,TH,25.9,overcast clouds,14.905999999999999,105.0784,Chatsuda Resort
650,Albertville,US,18.22,clear sky,34.2676,-86.2089,Microtel Inn & Suites by Wyndham Albertville
651,Sorong,ID,27.87,few clouds,-0.8833,131.25,Waigo Splash Hotel
652,Emerald,AU,16.08,clear sky,-23.5333,148.1667,The Irish Village
654,Lunenburg,CA,11.38,overcast clouds,44.3835,-64.3155,Lunenburg Arms Hotel
656,Puerto Del Rosario,ES,22.86,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
657,Uthal,PK,27.16,clear sky,25.8072,66.6219,Al-Mustafa Hotel
660,Mansfield,GB,14.75,overcast clouds,53.1333,-1.2,Mansfield Lodge Hotel
661,Payo,ID,22.88,light rain,-3.7508,103.6372,Mess keban agung
663,Guatire,VE,29.56,overcast clouds,10.4762,-66.5427,Parque Residencial Canaima I
666,Leshan,CN,11.58,overcast clouds,29.5623,103.7639,Leshan Haiyun International Youth Hostel
669,Lucapa,AO,20.23,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
670,Eureka,US,15.93,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
671,Bodden Town,KY,29.44,broken clouds,19.2833,-81.25,Will T Place
672,Kerema,PG,25.24,broken clouds,-7.9631,145.7785,Frena Lodge
673,Guanare,VE,29.01,overcast clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
674,Labuhan,ID,26.59,overcast clouds,-6.8844,112.2051,DoubleFAG
675,Kwinana,AU,12.67,clear sky,-32.25,115.7667,Rockingham Apartments
676,Brigantine,US,13.35,scattered clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
678,Comodoro Rivadavia,AR,21.92,clear sky,-45.8667,-67.5,Austral Hotel
679,Wuan,CN,11.42,overcast clouds,31.6836,112.0044,武镇大酒店
681,Petatlan,MX,29.89,broken clouds,17.5167,-101.2667,Hotel California Petatlán
682,Remontnoye,RU,12.06,overcast clouds,46.5614,43.6501,Remontnoe
683,Puerto Leguizamo,CO,26.72,overcast clouds,-0.1934,-74.7819,la casona de juancho
686,Rionegro,CO,19.15,broken clouds,6.1552,-75.3737,Hotel Llanogrande Inn
688,Rock Sound,BS,24.78,overcast clouds,24.9,-76.2,Pink Corral Bay Property
690,Bud,US,11.07,overcast clouds,39.446999999999996,-86.1758,Ted McQuinn Trust
691,Wamba,NG,26.13,light rain,8.9333,8.6,Roma Zee Guest House Annex
692,Poco Verde,BR,25.65,heavy intensity rain,-10.7083,-38.1833,Hotel Santa Cruz
693,Pascagoula,US,29.03,overcast clouds,30.3658,-88.5561,Regency Inn
694,Waingapu,ID,26.26,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
696,Sydney,AU,15.88,clear sky,-33.8679,151.2073,The Grace Sydney
698,Tutoia,BR,26.87,overcast clouds,-2.7619,-42.2744,Pousada Guará's
699,Santiago Del Estero,AR,25.18,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
